obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,column_23
"=""429.9574""","=""0.0005""","=""429.9573+""","=""1500""","=""9.0e+06""","=""2.48e-02""","=""3.52e+00""","=""-0.605""",B+,"=""1.6266243""","=""4.5102641""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",10,10,,"=""T6708""","=""L2006,L3475""",
"=""430.0799""","=""0.0005""","=""430.0799+""","=""45""","=""6.0e+05""","=""2.1e-03""","=""2.4e-01""","=""-1.78""",C+,"=""2.1024008""","=""4.9852185""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""7/2""","=""4f12.(3F<3>).6s2.6p<3/2>""","=""(3,3/2)*""","=""9/2""",8,10,,"=""T6708""","=""L2006""",
"=""430.2570""","=""0.0005""","=""430.2570+""","=""45""","=""4.9e+05""","=""1.37e-03""","=""1.9e-01""","=""-1.86""",C+,"=""2.1838154""","=""5.0654463""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",10,10,,"=""T6708""","=""L2006""",
"=""434.0846""","=""0.0005""","=""434.0846+""","=""69""","=""1.9e+06""","=""6.3e-03""","=""9.e-01""","=""-1.20""",D+,"=""2.3355381""","=""5.1917601""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""11/2""",10,12,,"=""T6708""","=""L2006""",
"=""434.2556""","=""0.0005""","=""434.2555+""","=""140""","=""2.3e+06""","=""5.5e-03""","=""9.5e-01""","=""-1.18""",C+,"=""2.3375761""","=""5.1926738""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",12,10,,"=""T6708""","=""L2006""",
"=""434.7706""","=""0.0005""","=""434.7703+""","=""700""","=""4.76e+06""","=""1.57e-02""","=""2.70e+00""","=""-0.724""",B+,"=""1.9326423""","=""4.784359""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""13/2""",12,14,,"=""T6708""","=""L2006,L3475""",
"=""436.1153""","=""0.0005""","=""436.11528+""","=""27000""","=""1.20e+07""","=""2.56e-02""","=""2.95e+00""","=""-0.688""",B+,"=""0.0000000""","=""2.8429226""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f12.(3H<5>).5d<5/2>.6s2""","=""""","=""5/2""",8,6,,"=""T6708""","=""L2006,L3475""",
"=""436.4681""","=""0.0005""","=""436.4677+""","=""84""","=""8.4e+05""","=""1.99e-03""","=""3.4e-01""","=""-1.62""",B,"=""1.9326423""","=""4.7732696""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",12,10,,"=""T6708""","=""L2006""",
"=""436.8465""","=""0.0005""","=""436.8466+""","=""460""","=""4.9e+06""","=""1.17e-02""","=""2.01e+00""","=""-0.85""",C+,"=""2.3545103""","=""5.1926738""","=""4f13.(2F*<7/2>).6s.6p.(3P*<2>)""","=""(7/2,2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",12,10,,"=""T6708""","=""L2006""",
"=""436.9876""","=""0.0005""","=""436.9872+""","=""120""","=""1.8e+06""","=""5.2e-03""","=""9.e-01""","=""-1.20""",D+,"=""2.3545103""","=""5.1917601""","=""4f13.(2F*<7/2>).6s.6p.(3P*<2>)""","=""(7/2,2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""11/2""",12,12,,"=""T6708""","=""L2006""",
"=""437.6369""","=""0.0005""","=""437.6364+""","=""230""","=""2.13e+06""","=""7.3e-03""","=""1.06e+00""","=""-1.13""",B,"=""2.3355381""","=""5.1685794""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""11/2""",10,12,,"=""T6708""","=""L2006""",
"=""""","=""""","=""437.9515+""","=""""","=""7.1e+05""","=""2.0e-03""","=""3.5e-01""","=""-1.61""",C+,"=""2.3375761""","=""5.1685794""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""11/2""",12,12,,"=""T6708""","=""""",
"=""438.7666""","=""0.0005""","=""438.76630+""","=""14000""","=""3.71e+06""","=""1.07e-02""","=""1.24e+00""","=""-1.067""",B+,"=""0.0000000""","=""2.8257457""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f12.(3H<5>).5d<3/2>.6s2""","=""(5,3/2)""","=""7/2""",8,8,,"=""T6708""","=""L2006,L3475""",
"=""439.5654""","=""0.0005""","=""439.5655+""","=""2000""","=""9.4e+06""","=""1.82e-02""","=""1.58e+00""","=""-0.962""",B+,"=""1.0874955""","=""3.908103""","=""4f13.(2F*).6s2""","=""2F*""","=""5/2""","=""4f12.(3F<3>).5d<3/2>.6s2""","=""""","=""3/2""",6,4,,"=""T6708""","=""L2006,L3475""",
"=""439.7195""","=""0.0005""","=""439.7191+""","=""1200""","=""5.4e+06""","=""1.37e-02""","=""3.17e+00""","=""-0.660""",B+,"=""1.8933629""","=""4.7129859""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""15/2""","=""4f12.5d.6s.6p""","=""*""","=""13/2""",16,14,,"=""T6708""","=""L2006,L3475""",
"=""439.7730""","=""0.0005""","=""439.7731+""","=""1400""","=""2.18e+06""","=""8.4e-03""","=""7.3e-01""","=""-1.30""",B,"=""1.0874955""","=""3.906772""","=""4f13.(2F*).6s2""","=""2F*""","=""5/2""","=""4f12.(3F<3>).5d<5/2>.6s2""","=""""","=""7/2""",6,8,,"=""T6708""","=""L2006,L3475""",
"=""440.0959""","=""0.0005""","=""440.0958+""","=""550""","=""5.4e+06""","=""1.30e-02""","=""2.26e+00""","=""-0.81""",C+,"=""2.3375761""","=""5.1547851""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",12,10,,"=""T6708""","=""L2006,L3475""",
"=""440.1306""","=""0.0005""","=""440.1303+""","=""43""","=""1.4e+06""","=""4.1e-03""","=""4.8e-01""","=""-1.48""",C,"=""2.0757728""","=""4.8927614""","=""4f13.(2F*<7/2>).6s.6p.(3P*<0>)""","=""(7/2,0)""","=""7/2""","=""4f13.(2F*<7/2>).6s.6d.(3D)""","=""3[7/2]*""","=""7/2""",8,8,,"=""T6708""","=""L2006""",
"=""440.3562""","=""0.0005""","=""440.3564+""","=""4""","=""1.9e+05""","=""5.5e-04""","=""8.0e-02""","=""-2.26""",C,"=""2.1838154""","=""4.9993573""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",10,10,,"=""T6708""","=""L2006""",
"=""441.2936""","=""0.0005""","=""441.2939+""","=""350""","=""4.6e+05""","=""1.36e-03""","=""1.18e-01""","=""-2.09""",C+,"=""1.0874955""","=""3.897056""","=""4f13.(2F*).6s2""","=""2F*""","=""5/2""","=""4f12.(3F<3>).5d<3/2>.6s2""","=""""","=""5/2""",6,6,,"=""T6708""","=""L2006""",
"=""442.3547""","=""0.0005""","=""442.3546+""","=""160""","=""1.92e+06""","=""6.3e-03""","=""1.48e+00""","=""-0.99""",C+,"=""2.3176458""","=""5.120469""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""15/2""","=""""","=""*""","=""17/2""",16,18,,"=""T6708""","=""L2006""",
"=""442.7201""","=""0.0005""","=""442.7204+""","=""410""","=""1.59e+06""","=""4.7e-03""","=""1.09e+00""","=""-1.13""",B+,"=""1.8933629""","=""4.693871""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""15/2""","=""4f12.(3H<6>).5d.6s.6p.(4D*<7/2>)""","=""(6,7/2)*""","=""15/2""",16,16,,"=""T6708""","=""L2006""",
"=""442.7573""","=""0.0005""","=""442.7572+""","=""230""","=""5.4e+06""","=""1.32e-02""","=""2.31e+00""","=""-0.80""",B,"=""2.3545103""","=""5.1547851""","=""4f13.(2F*<7/2>).6s.6p.(3P*<2>)""","=""(7/2,2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",12,10,,"=""T6708""","=""L2006""",
"=""444.3306""","=""0.0005""","=""444.3304+""","=""32""","=""9.5e+05""","=""2.8e-03""","=""3.3e-01""","=""-1.65""",C,"=""2.1024008""","=""4.8927614""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""7/2""","=""4f13.(2F*<7/2>).6s.6d.(3D)""","=""3[7/2]*""","=""7/2""",8,8,,"=""T6708""","=""L2006""",
"=""444.3982""","=""0.0005""","=""444.3981+""","=""800""","=""1.0e+07""","=""3.70e-02""","=""4.33e+00""","=""-0.529""",B+,"=""2.0757728""","=""4.8657083""","=""4f13.(2F*<7/2>).6s.6p.(3P*<0>)""","=""(7/2,0)""","=""7/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",8,10,,"=""T6708""","=""L2006,L3475""",
"=""444.8833""","=""0.0005""","=""444.8834+""","=""500""","=""5.9e+06""","=""2.20e-02""","=""2.58e+00""","=""-0.75""",B,"=""2.0757728""","=""4.8626646""","=""4f13.(2F*<7/2>).6s.6p.(3P*<0>)""","=""(7/2,0)""","=""7/2""","=""4f13.(2F*<7/2>).6s.6d.(3D)""","=""3[11/2]*""","=""9/2""",8,10,,"=""T6708""","=""L2006,L3475""",
"=""445.5283""","=""0.0005""","=""445.5288+""","=""1200""","=""2.42e+07""","=""7.2e-02""","=""8.4e+00""","=""-0.240""",B+,"=""2.0757728""","=""4.8586274""","=""4f13.(2F*<7/2>).6s.6p.(3P*<0>)""","=""(7/2,0)""","=""7/2""","=""4f13.(2F*<7/2>).6s.6d.(3D)""","=""3[5/2]*""","=""7/2""",8,8,,"=""T6708""","=""L2006,L3475""",
"=""445.9310""","=""0.0005""","=""445.9312+""","=""41""","=""3.9e+05""","=""1.34e-03""","=""2.37e-01""","=""-1.79""",B+,"=""1.9326423""","=""4.7129859""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""13/2""",12,14,,"=""T6708""","=""L2006""",
"=""446.1238""","=""0.0005""","=""""","=""800""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2006,L3475""",
"=""446.7331""","=""0.0005""","=""446.7333+""","=""160""","=""4.6e+06""","=""1.09e-02""","=""1.60e+00""","=""-0.96""",C+,"=""2.4485073""","=""5.2238588""","=""4f13.(2F*<7/2>).6s.6p.(3P*<2>)""","=""(7/2,2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""7/2""",10,8,,"=""T6708""","=""L2006""",
"=""446.9237""","=""0.0005""","=""446.9237+""","=""500""","=""1.88e+06""","=""4.93e-03""","=""1.16e+00""","=""-1.103""",B+,"=""1.8933629""","=""4.6675322""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""15/2""","=""4f12.5d.6s.6p""","=""*""","=""13/2""",16,14,,"=""T6708""","=""L2006,L3475""",
"=""447.1266""","=""0.0005""","=""447.1270+""","=""86""","=""1.85e+06""","=""6.9e-03""","=""8.2e-01""","=""-1.26""",B+,"=""2.1024008""","=""4.8753084""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""7/2""","=""4f13.(2F*<7/2>).6s.6d.(3D)""","=""3[7/2]*""","=""9/2""",8,10,,"=""T6708""","=""L2006""",
"=""448.1195""","=""0.0005""","=""448.1195+""","=""65""","=""2.13e+06""","=""4.8e-03""","=""5.7e-01""","=""-1.41""",B,"=""2.1503043""","=""4.9170710""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""7/2""","=""4f13.(2F*<7/2>).6s.6d.(3D)""","=""3[7/2]*""","=""5/2""",8,6,,"=""T6708""","=""L2006""",
"=""448.6801""","=""0.0005""","=""448.6804+""","=""43""","=""7.4e+05""","=""2.8e-03""","=""3.3e-01""","=""-1.65""",C+,"=""2.1024008""","=""4.8657083""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""7/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",8,10,,"=""T6708""","=""L2006""",
"=""449.0242""","=""0.0005""","=""449.0243+""","=""45""","=""1.16e+06""","=""2.9e-03""","=""5.2e-01""","=""-1.45""",C+,"=""2.3375761""","=""5.0987676""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""11/2""","=""""","=""*""","=""9/2""",12,10,,"=""T6708""","=""L2006""",
"=""449.3261""","=""0.0005""","=""449.3263+""","=""45""","=""1.71e+06""","=""4.3e-03""","=""7.7e-01""","=""-1.29""",B,"=""2.3375761""","=""5.0969115""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",12,10,,"=""T6708""","=""L2006""",
"=""449.3530""","=""0.0005""","=""449.3530+""","=""44""","=""5.6e+05""","=""1.46e-03""","=""3.0e-01""","=""-1.69""",B,"=""2.1641216""","=""4.9232932""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""13/2""","=""4f12.5d.6s.6p""","=""*""","=""11/2""",14,12,,"=""T6708""","=""L2006""",
"=""449.8332""","=""0.0005""","=""449.8331+""","=""11""","=""4.3e+05""","=""1.30e-03""","=""1.5e-01""","=""-1.98""",C+,"=""2.1024008""","=""4.8586274""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""7/2""","=""4f13.(2F*<7/2>).6s.6d.(3D)""","=""3[5/2]*""","=""7/2""",8,8,,"=""T6708""","=""L2006""",
"=""450.0301""","=""0.0005""","=""450.0300+""","=""23""","=""7.2e+05""","=""1.9e-03""","=""3.9e-01""","=""-1.58""",C,"=""2.4135586""","=""5.1685794""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""13/2""","=""4f12.5d.6s.6p""","=""*""","=""11/2""",14,12,,"=""T6708""","=""L2006""",
"=""""","=""""","=""450.8393+""","=""""","=""4.6e+05""","=""1.17e-03""","=""2.1e-01""","=""-1.85""",C+,"=""1.9326423""","=""4.6827173""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",12,10,,"=""T6708""","=""""",
"=""451.7951""","=""0.0005""","=""451.7951+""","=""91""","=""2.39e+06""","=""6.1e-03""","=""1.09e+00""","=""-1.14""",B,"=""2.3545103""","=""5.0987676""","=""4f13.(2F*<7/2>).6s.6p.(3P*<2>)""","=""(7/2,2)""","=""11/2""","=""""","=""*""","=""9/2""",12,10,,"=""T6708""","=""L2006""",
"=""452.0862""","=""0.0005""","=""452.0857+""","=""1500""","=""""","=""""","=""""","=""""",,"=""2.0757728""","=""4.8182661""","=""4f13.(2F*<7/2>).6s.6p.(3P*<0>)""","=""(7/2,0)""","=""7/2""","=""4f13.(2F*<7/2>).6s.6d.(3D)""","=""3[3/2]*""","=""5/2""",8,6,,"=""""","=""L2006,L3475""",
"=""""","=""""","=""452.0917+""","=""""","=""6.9e+06""","=""2.12e-02""","=""2.52e+00""","=""-0.77""",B+,"=""2.1503043""","=""4.8927614""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""7/2""","=""4f13.(2F*<7/2>).6s.6d.(3D)""","=""3[7/2]*""","=""7/2""",8,8,,"=""T6708""","=""""",
"=""452.1002""","=""0.0005""","=""452.1009+""","=""45""","=""3.8e+06""","=""9.8e-03""","=""1.76e+00""","=""-0.93""",B+,"=""2.3545103""","=""5.0969115""","=""4f13.(2F*<7/2>).6s.6p.(3P*<2>)""","=""(7/2,2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",12,10,,"=""T6708""","=""L2006""",
"=""452.6090""","=""0.0005""","=""452.6089+""","=""410""","=""3.04e+06""","=""8.2e-03""","=""1.95e+00""","=""-0.884""",B+,"=""1.8933629""","=""4.632686""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""15/2""","=""4f12.5d.6s.6p""","=""*""","=""13/2""",16,14,,"=""T6708""","=""L2006""",
"=""452.7312""","=""0.0005""","=""452.7318+""","=""68""","=""1.50e+06""","=""3.8e-03""","=""6.9e-01""","=""-1.34""",C+,"=""2.3545103""","=""5.0930895""","=""4f13.(2F*<7/2>).6s.6p.(3P*<2>)""","=""(7/2,2)""","=""11/2""","=""4f13.(2F*<7/2>).6s.8s.(3S<1>)""","=""(7/2,1)*""","=""9/2""",12,10,,"=""T6708""","=""L2006""",
"=""453.3421""","=""0.0005""","=""453.3426+""","=""800""","=""6.1e+06""","=""2.21e-02""","=""3.96e+00""","=""-0.576""",B+,"=""1.9326423""","=""4.6675322""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""13/2""",12,14,,"=""T6708""","=""L2006,L3475""",
"=""454.5099""","=""0.0005""","=""454.5092+""","=""5""","=""2.7e+05""","=""7.1e-04""","=""1.27e-01""","=""-2.07""",C+,"=""2.3375761""","=""5.0654463""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",12,10,,"=""T6708""","=""L2006""",
"=""454.9380""","=""0.0005""","=""454.9378+""","=""100""","=""7.5e+05""","=""2.62e-03""","=""6.3e-01""","=""-1.377""",B+,"=""1.8933629""","=""4.618663""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""15/2""","=""4f12.(3H<6>).5d.6s.6p.(4D*<7/2>)""","=""*""","=""17/2""",16,18,,"=""T6708""","=""L2006""",
"=""454.9872""","=""0.0005""","=""454.9872+""","=""1100""","=""2.26e+07""","=""8.8e-02""","=""1.05e+01""","=""-0.154""",B+,"=""2.1503043""","=""4.8753084""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""7/2""","=""4f13.(2F*<7/2>).6s.6d.(3D)""","=""3[7/2]*""","=""9/2""",8,10,,"=""T6708""","=""L2006,L3475""",
"=""455.8911""","=""0.0005""","=""455.8909+""","=""390""","=""1.18e+06""","=""3.68e-03""","=""5.5e-01""","=""-1.434""",B+,"=""1.6266243""","=""4.3462265""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",10,10,,"=""T6708""","=""L2006""",
"=""456.4921""","=""0.0005""","=""456.4914+""","=""44""","=""1.42e+06""","=""4.4e-03""","=""4.0e-01""","=""-1.57""",C+,"=""2.2010461""","=""4.9170710""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""5/2""","=""4f13.(2F*<7/2>).6s.6d.(3D)""","=""3[7/2]*""","=""5/2""",6,6,,"=""T6708""","=""L2006""",
"=""456.5955""","=""0.0005""","=""456.5958+""","=""800""","=""1.66e+07""","=""6.5e-02""","=""7.8e+00""","=""-0.285""",B+,"=""2.1503043""","=""4.8657083""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""7/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",8,10,,"=""T6708""","=""L2006,L3475""",
"=""456.8609""","=""0.0005""","=""456.8607+""","=""6""","=""5.5e+04""","=""1.7e-04""","=""4.1e-02""","=""-2.56""",C,"=""1.8933629""","=""4.607192""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""15/2""","=""4f12.5d.6s.6p""","=""*""","=""15/2""",16,16,,"=""T6708""","=""L2006""",
"=""""","=""""","=""457.3265+""","=""""","=""6.1e+05""","=""2.3e-03""","=""3.5e-01""","=""-1.64""",C+,"=""2.1838154""","=""4.8948804""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""9/2""","=""4f13.(2F*<7/2>).6s.6d.(3D)""","=""3[9/2]*""","=""11/2""",10,12,,"=""T6708""","=""""",
"=""457.3478""","=""0.0005""","=""457.3483+""","=""11""","=""6.4e+05""","=""1.68e-03""","=""3.0e-01""","=""-1.69""",B,"=""2.3545103""","=""5.0654463""","=""4f13.(2F*<7/2>).6s.6p.(3P*<2>)""","=""(7/2,2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",12,10,,"=""T6708""","=""L2006""",
"=""457.6604""","=""0.0005""","=""457.6603+""","=""66""","=""4.1e+06""","=""8.5e-03""","=""7.7e-01""","=""-1.29""",C+,"=""2.2010461""","=""4.9101341""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""5/2""","=""4f13.(2F*<7/2>).6s.6d.(3D)""","=""3[3/2]*""","=""3/2""",6,4,,"=""T6708""","=""L2006""",
"=""457.6837""","=""0.0005""","=""457.6843+""","=""44""","=""1.54e+06""","=""3.9e-03""","=""5.8e-01""","=""-1.41""",B,"=""2.1838154""","=""4.8927614""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""9/2""","=""4f13.(2F*<7/2>).6s.6d.(3D)""","=""3[7/2]*""","=""7/2""",10,8,,"=""T6708""","=""L2006""",
"=""457.7892""","=""0.0005""","=""457.7895+""","=""170""","=""3.7e+06""","=""1.16e-02""","=""1.39e+00""","=""-1.03""",B+,"=""2.1503043""","=""4.8586274""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""7/2""","=""4f13.(2F*<7/2>).6s.6d.(3D)""","=""3[5/2]*""","=""7/2""",8,8,,"=""T6708""","=""L2006""",
"=""458.4126""","=""0.0005""","=""458.4126+""","=""170""","=""6.9e+05""","=""1.46e-03""","=""1.32e-01""","=""-2.059""",B+,"=""1.0874955""","=""3.792137""","=""4f13.(2F*).6s2""","=""2F*""","=""5/2""","=""4f12.(3F<3>).5d<3/2>.6s2""","=""""","=""3/2""",6,4,,"=""T6708""","=""L2006""",
"=""459.1935""","=""0.0005""","=""459.1933+""","=""83""","=""6.9e+05""","=""2.53e-03""","=""4.6e-01""","=""-1.52""",B+,"=""1.9326423""","=""4.632686""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""13/2""",12,14,,"=""T6708""","=""L2006""",
"=""459.6266""","=""0.0005""","=""459.6269+""","=""9""","=""1.9e+05""","=""7.4e-04""","=""9.0e-02""","=""-2.23""",C,"=""2.0757728""","=""4.7732696""","=""4f13.(2F*<7/2>).6s.6p.(3P*<0>)""","=""(7/2,0)""","=""7/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",8,10,,"=""T6708""","=""L2006""",
"=""459.7914""","=""0.0005""","=""459.7914+""","=""950""","=""""","=""""","=""""","=""""",,"=""2.1838154""","=""4.8803467""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""9/2""","=""4f13.(2F*<7/2>).6s.6d.(1D)""","=""1[11/2]*""","=""11/2""",10,12,,"=""""","=""L2006,L3475""",
"=""460.0305""","=""0.0005""","=""460.03059+""","=""2700""","=""5.2e+05""","=""2.05e-03""","=""2.49e-01""","=""-1.784""",B+,"=""0.0000000""","=""2.6951295""","=""4f13.(2F*).6s2""","=""2F*""","=""7/2""","=""4f12.(3F<4>).5d<3/2>.6s2""","=""(4,3/2)""","=""9/2""",8,10,,"=""T6708""","=""L2006,L3475""",
"=""460.6140""","=""0.0005""","=""460.6141+""","=""400*""","=""8.8e+06""","=""3.74e-02""","=""3.40e+00""","=""-0.65""",B+,"=""2.2010461""","=""4.8927614""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""5/2""","=""4f13.(2F*<7/2>).6s.6d.(3D)""","=""3[7/2]*""","=""7/2""",6,8,,"=""T6708""","=""L2006,L3475""",
"=""460.6140""","=""0.0005""","=""460.6131+""","=""400*""","=""""","=""""","=""""","=""""",,"=""2.6951295""","=""5.3868503""","=""4f12.(3F<4>).5d<3/2>.6s2""","=""(4,3/2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""11/2""",10,12,,"=""""","=""L2006,L3475""",
"=""460.6521""","=""0.0005""","=""460.6521+""","=""88""","=""1.39e+06""","=""4.4e-03""","=""6.7e-01""","=""-1.35""",B+,"=""2.1838154""","=""4.8753084""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""9/2""","=""4f13.(2F*<7/2>).6s.6d.(3D)""","=""3[7/2]*""","=""9/2""",10,10,,"=""T6708""","=""L2006""",
"=""461.0645""","=""0.0005""","=""461.0639+""","=""100""","=""1.15e+06""","=""3.7e-03""","=""6.7e-01""","=""-1.36""",C+,"=""1.9326423""","=""4.6217314""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""11/2""",12,12,,"=""T6708""","=""L2006""",
"=""461.5259""","=""0.0005""","=""461.5257+""","=""500""","=""2.08e+07""","=""4.43e-02""","=""4.04e+00""","=""-0.575""",B+,"=""2.2010461""","=""4.887445""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""5/2""","=""4f13.(2F*<7/2>).6s.6d.(3D)""","=""3[5/2]*""","=""3/2""",6,4,,"=""T6708""","=""L2006,L3475""",
"=""461.5989""","=""0.0005""","=""461.5987+""","=""23""","=""5.7e+05""","=""1.53e-03""","=""2.8e-01""","=""-1.74""",C+,"=""2.3375761""","=""5.0235497""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",12,10,,"=""T6708""","=""L2006""",
"=""462.3010""","=""0.0005""","=""462.3011+""","=""400""","=""6.9e+06""","=""2.22e-02""","=""3.37e+00""","=""-0.654""",B+,"=""2.1838154""","=""4.8657083""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",10,10,,"=""T6708""","=""L2006,L3475""",
"=""462.8264""","=""0.0005""","=""462.8263+""","=""400""","=""8.9e+06""","=""2.86e-02""","=""4.4e+00""","=""-0.54""",B,"=""2.1838154""","=""4.8626646""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""9/2""","=""4f13.(2F*<7/2>).6s.6d.(3D)""","=""3[11/2]*""","=""9/2""",10,10,,"=""T6708""","=""L2006,L3475""",
